Dataset,number_bands,beta,rep,accuracy
paviaU,28,3.0,6,0.9198420738200992
paviaU,28,5.0,6,0.918023844775189
paviaU,28,10.0,6,0.9218940751707837
paviaU,28,1.0,7,0.9164653627366944
paviaU,28,3.0,7,0.9283358009298943
paviaU,28,5.0,7,0.9220758980752747
paviaU,28,10.0,7,0.927374737006156
paviaU,28,1.0,8,0.9175303254629991
paviaU,28,3.0,8,0.9184134652848126
paviaU,28,5.0,8,0.9224655185848983
paviaU,28,10.0,8,0.9186991869918699
paviaU,28,1.0,9,0.9152965012078236
paviaU,28,3.0,9,0.9208810618457622
paviaU,28,5.0,9,0.9146471336917842
paviaU,28,10.0,9,0.918569313488662
paviaU,30,1.0,0,0.9140756902776696
paviaU,30,3.0,0,0.9204135172342138
paviaU,30,5.0,0,0.922179796877841
paviaU,30,10.0,0,0.92150445466116
paviaU,30,1.0,1,0.9227772149925972
paviaU,30,3.0,1,0.9229330631964466
paviaU,30,5.0,1,0.9124912335385335
paviaU,30,10.0,1,0.927556559910647
paviaU,30,1.0,2,0.9251928621522637
paviaU,30,3.0,2,0.9205693654380633
paviaU,30,5.0,2,0.9116340684173615
paviaU,30,10.0,2,0.9210888594508948
paviaU,30,1.0,3,0.9232447596041455
paviaU,30,3.0,3,0.9204135172342138
paviaU,30,5.0,3,0.9278163069170627
paviaU,30,10.0,3,0.9245175199355827
paviaU,30,1.0,4,0.9245694693368659
paviaU,30,3.0,4,0.9287513961401594
paviaU,30,5.0,4,0.9265175718849841
paviaU,30,10.0,4,0.9213745811579521
paviaU,30,1.0,5,0.91771214836749
paviaU,30,3.0,5,0.9238162030182602
paviaU,30,5.0,5,0.9272708382035897
paviaU,30,10.0,5,0.9168809579469597
paviaU,30,1.0,6,0.9191667316034182
paviaU,30,3.0,6,0.9213745811579521
paviaU,30,5.0,6,0.927556559910647
paviaU,30,10.0,6,0.9229330631964466
paviaU,30,1.0,7,0.9195303774124003
paviaU,30,3.0,7,0.9222836956804072
paviaU,30,5.0,7,0.9262578248785682
paviaU,30,10.0,7,0.9172186290553002
paviaU,30,1.0,8,0.9224914932855399
paviaU,30,3.0,8,0.9246993428400738
paviaU,30,5.0,8,0.9220758980752747
paviaU,30,10.0,8,0.9250629886490558
paviaU,30,1.0,9,0.9221018727759163
paviaU,30,3.0,9,0.9242837476298086
paviaU,30,5.0,9,0.9203615678329308
paviaU,30,10.0,9,0.9282578768279696
paviaU,32,1.0,0,0.923712304215694
paviaU,32,3.0,0,0.9272188888023065
paviaU,32,5.0,0,0.9250110392477726
paviaU,32,10.0,0,0.9279461804202707
paviaU,32,1.0,1,0.9271929141016649
paviaU,32,3.0,1,0.9277643575157797
paviaU,32,5.0,1,0.9236863295150524
paviaU,32,10.0,1,0.9228811137951635
paviaU,32,1.0,2,0.9244655705342996
paviaU,32,3.0,2,0.9266474453881919
paviaU,32,5.0,2,0.9258941790695863
paviaU,32,10.0,2,0.92150445466116
paviaU,32,1.0,3,0.9231408608015793
paviaU,32,3.0,3,0.92480324164264
paviaU,32,5.0,3,0.9277643575157797
paviaU,32,10.0,3,0.9256863814644536
paviaU,32,1.0,4,0.9233226837060703
paviaU,32,3.0,4,0.9255305332606042
paviaU,32,5.0,4,0.9199719473233071
paviaU,32,10.0,4,0.9202057196290813
paviaU,32,1.0,5,0.9221278474765578
paviaU,32,3.0,5,0.9275046105093638
paviaU,32,5.0,5,0.9227772149925972
paviaU,32,10.0,5,0.9231408608015793
paviaU,32,1.0,6,0.919608301514325
paviaU,32,3.0,6,0.9276085093119302
paviaU,32,5.0,6,0.9239980259227513
paviaU,32,10.0,6,0.9257902802670199
paviaU,32,1.0,7,0.9245694693368659
paviaU,32,3.0,7,0.9226992908906725
paviaU,32,5.0,7,0.917348502558508
paviaU,32,10.0,7,0.9211927582534611
paviaU,32,1.0,8,0.9226733161900309
paviaU,32,3.0,8,0.9276344840125718
paviaU,32,5.0,8,0.9207252136419127
paviaU,32,10.0,8,0.923218784903504
paviaU,32,1.0,9,0.9223096703810488
paviaU,32,3.0,9,0.9232707343047871
paviaU,32,5.0,9,0.9266734200888335
paviaU,32,10.0,9,0.9237642536169771
paviaU,34,1.0,0,0.9262318501779268
paviaU,34,3.0,0,0.9230629366996546
paviaU,34,5.0,0,0.9172965531572249
paviaU,34,10.0,0,0.9187511363931531
paviaU,34,1.0,1,0.9266474453881919
paviaU,34,3.0,1,0.9270890152990987
paviaU,34,5.0,1,0.9194524533104756
paviaU,34,10.0,1,0.9270370658978155
paviaU,34,1.0,2,0.9199719473233071
paviaU,34,3.0,2,0.9255045585599626
paviaU,34,5.0,2,0.9223096703810488
paviaU,34,10.0,2,0.9260240525727941
paviaU,34,1.0,3,0.9274786358087223
paviaU,34,3.0,3,0.9265695212862671
paviaU,34,5.0,3,0.9141016649783111
paviaU,34,10.0,3,0.9206213148393465
paviaU,34,1.0,4,0.9279721551209122
paviaU,34,3.0,4,0.9266474453881919
paviaU,34,5.0,4,0.92150445466116
paviaU,34,10.0,4,0.914595184290501
paviaU,34,1.0,5,0.9239720512221097
paviaU,34,3.0,5,0.9266474453881919
paviaU,34,5.0,5,0.9246473934387907
paviaU,34,10.0,5,0.9267253694901166
paviaU,34,1.0,6,0.9255045585599626
paviaU,34,3.0,6,0.9263097742798514
paviaU,34,5.0,6,0.9234785319099197
paviaU,34,10.0,6,0.9255305332606042
paviaU,34,1.0,7,0.9225953920881061
paviaU,34,3.0,7,0.9282838515286111
paviaU,34,5.0,7,0.9233746331073535
paviaU,34,10.0,7,0.9240499753240344
paviaU,34,1.0,8,0.9214265305592353
paviaU,34,3.0,8,0.9262058754772852
paviaU,34,5.0,8,0.9272188888023065
paviaU,34,10.0,8,0.9283877503311775
paviaU,34,1.0,9,0.919738175017533
paviaU,34,3.0,9,0.928907244344009
paviaU,34,5.0,9,0.9195044027117587
paviaU,34,10.0,9,0.9215304293618016
paviaU,36,1.0,0,0.9208291124444791
paviaU,36,3.0,0,0.9285695732356685
paviaU,36,5.0,0,0.9245694693368659
paviaU,36,10.0,0,0.9263097742798514
paviaU,36,1.0,1,0.9295046624587652
paviaU,36,3.0,1,0.930309878178654
paviaU,36,5.0,1,0.9187511363931531
paviaU,36,10.0,1,0.9252707862541885
paviaU,36,1.0,2,0.9315566638094496
paviaU,36,3.0,2,0.9297124600638977
paviaU,36,5.0,2,0.9299462323696719
paviaU,36,10.0,2,0.928413725031819
paviaU,36,1.0,3,0.9262058754772852
paviaU,36,3.0,3,0.9274007117067976
paviaU,36,5.0,3,0.9259721031715109
paviaU,36,10.0,3,0.9245954440375075
paviaU,36,1.0,4,0.9262837995792098
paviaU,36,3.0,4,0.929452713057482
paviaU,36,5.0,4,0.926153926076002
paviaU,36,10.0,4,0.9269331670952492
paviaU,36,1.0,5,0.926829268292683
paviaU,36,3.0,5,0.9317644614145822
paviaU,36,5.0,5,0.922361619782332
paviaU,36,10.0,5,0.9240240006233928
paviaU,36,1.0,6,0.9253746850567547
paviaU,36,3.0,6,0.9271149899997403
paviaU,36,5.0,6,0.9311150938985429
paviaU,36,10.0,6,0.9242837476298086
paviaU,36,1.0,7,0.9217642016675758
paviaU,36,3.0,7,0.9274007117067976
paviaU,36,5.0,7,0.9273227876048729
paviaU,36,10.0,7,0.9192186810047014
paviaU,36,1.0,8,0.9245694693368659
paviaU,36,3.0,8,0.9225174679861815
paviaU,36,5.0,8,0.9285695732356685
paviaU,36,10.0,8,0.9315826385100912
paviaU,36,1.0,9,0.9309852203953349
paviaU,36,3.0,9,0.9277124081144965
paviaU,36,5.0,9,0.923218784903504
paviaU,36,10.0,9,0.9232447596041455
paviaU,38,1.0,0,0.9242317982285254
paviaU,38,3.0,0,0.9296605106626146
paviaU,38,5.0,0,0.9244136211330164
paviaU,38,10.0,0,0.9278942310189875
paviaU,38,1.0,1,0.923582430712486
paviaU,38,3.0,1,0.9327255253383204
paviaU,38,5.0,1,0.9276864334138549
paviaU,38,10.0,1,0.9282578768279696
paviaU,38,1.0,2,0.9286994467388764
paviaU,38,3.0,2,0.924439595833658
paviaU,38,5.0,2,0.9275046105093638
paviaU,38,10.0,2,0.926153926076002
paviaU,38,1.0,3,0.9278682563183459
paviaU,38,3.0,3,0.9229850125977298
paviaU,38,5.0,3,0.9310891191979013
paviaU,38,10.0,3,0.9310631444972597
paviaU,38,1.0,4,0.9276864334138549
paviaU,38,3.0,4,0.9247253175407153
paviaU,38,5.0,4,0.9216083534637264
paviaU,38,10.0,4,0.924439595833658
paviaU,38,1.0,5,0.9265175718849841
paviaU,38,3.0,5,0.9229850125977298
paviaU,38,5.0,5,0.918569313488662
paviaU,38,10.0,5,0.9263876983817761
paviaU,38,1.0,6,0.9258682043689447
paviaU,38,3.0,6,0.9272968129042313
paviaU,38,5.0,6,0.9271929141016649
paviaU,38,10.0,6,0.9292189407517079
paviaU,38,1.0,7,0.9240240006233928
paviaU,38,3.0,7,0.9156341723161641
paviaU,38,5.0,7,0.9215564040624432
paviaU,38,10.0,7,0.9257643055663783
paviaU,38,1.0,8,0.9190888075014936
paviaU,38,3.0,8,0.9267513441907582
paviaU,38,5.0,8,0.9210369100496116
paviaU,38,10.0,8,0.9267253694901166
paviaU,38,1.0,9,0.9274786358087223
paviaU,38,3.0,9,0.92859554793631
paviaU,38,5.0,9,0.9241278994259591
paviaU,38,10.0,9,0.9285435985350269
paviaU,40,1.0,0,0.9316086132107327
paviaU,40,3.0,0,0.9253227356554715
paviaU,40,5.0,0,0.9154523494116731
paviaU,40,10.0,0,0.9280241045221954
paviaU,40,1.0,1,0.9212187329541027
paviaU,40,3.0,1,0.9222317462791242
paviaU,40,5.0,1,0.9206213148393465
paviaU,40,10.0,1,0.9260760019740772
paviaU,40,1.0,2,0.9231408608015793
paviaU,40,3.0,2,0.9241538741266007
paviaU,40,5.0,2,0.9166212109405439
paviaU,40,10.0,2,0.9279721551209122
paviaU,40,1.0,3,0.9327255253383204
paviaU,40,3.0,3,0.9283358009298943
paviaU,40,5.0,3,0.9246473934387907
paviaU,40,10.0,3,0.9289332190446505
paviaU,40,1.0,4,0.9187771110937947
paviaU,40,3.0,4,0.9272448635029481
paviaU,40,5.0,4,0.9336086651601341
paviaU,40,10.0,4,0.9292449154523494
paviaU,40,1.0,5,0.9253746850567547
paviaU,40,3.0,5,0.9196602509156082
paviaU,40,5.0,5,0.9224655185848983
paviaU,40,10.0,5,0.930309878178654
paviaU,40,1.0,6,0.9196342762149666
paviaU,40,3.0,6,0.9210888594508948
paviaU,40,5.0,6,0.9317904361152237
paviaU,40,10.0,6,0.933426842255643
paviaU,40,1.0,7,0.9246473934387907
paviaU,40,3.0,7,0.9219460245720668
paviaU,40,5.0,7,0.9269071923946076
paviaU,40,10.0,7,0.9202576690303644
paviaU,40,1.0,8,0.9237642536169771
paviaU,40,3.0,8,0.9274786358087223
paviaU,40,5.0,8,0.9259201537702278
paviaU,40,10.0,8,0.9267513441907582
paviaU,40,1.0,9,0.9189069845970025
paviaU,40,3.0,9,0.9237902283176186
paviaU,40,5.0,9,0.9234525572092782
paviaU,40,10.0,9,0.9303618275799371
paviaU,42,1.0,0,0.9242837476298086
paviaU,42,3.0,0,0.9306475492869944
paviaU,42,5.0,0,0.9259721031715109
paviaU,42,10.0,0,0.9278942310189875
paviaU,42,1.0,1,0.9216083534637264
paviaU,42,3.0,1,0.9291929660510663
paviaU,42,5.0,1,0.9206732642406297
paviaU,42,10.0,1,0.9297124600638977
paviaU,42,1.0,2,0.9247253175407153
paviaU,42,3.0,2,0.9272968129042313
paviaU,42,5.0,2,0.9274266864074392
paviaU,42,10.0,2,0.9223356450816904
paviaU,42,1.0,3,0.9299981817709551
paviaU,42,3.0,3,0.9280760539234786
paviaU,42,5.0,3,0.9311930180004675
paviaU,42,10.0,3,0.9268552429933246
paviaU,42,1.0,4,0.9242837476298086
paviaU,42,3.0,4,0.9280760539234786
paviaU,42,5.0,4,0.9273227876048729
paviaU,42,10.0,4,0.9282059274266864
paviaU,42,1.0,5,0.9337645133639835
paviaU,42,3.0,5,0.9265175718849841
paviaU,42,5.0,5,0.9264656224837009
paviaU,42,10.0,5,0.9301800046754461
paviaU,42,1.0,6,0.9274266864074392
paviaU,42,3.0,6,0.9285176238343853
paviaU,42,5.0,6,0.9266734200888335
paviaU,42,10.0,6,0.930491701083145
paviaU,42,1.0,7,0.9246214187381491
paviaU,42,3.0,7,0.9292968648536326
paviaU,42,5.0,7,0.9225174679861815
paviaU,42,10.0,7,0.9266734200888335
paviaU,42,1.0,8,0.9225434426868231
paviaU,42,3.0,8,0.9327774747396036
paviaU,42,5.0,8,0.9269331670952492
paviaU,42,10.0,8,0.9272708382035897
paviaU,42,1.0,9,0.9239720512221097
paviaU,42,3.0,9,0.9333229434530768
paviaU,42,5.0,9,0.9238941271201849
paviaU,42,10.0,9,0.9277124081144965
paviaU,44,1.0,0,0.9291150419491415
paviaU,44,3.0,0,0.9293228395542741
paviaU,44,5.0,0,0.9279721551209122
paviaU,44,10.0,0,0.9275825346112886
paviaU,44,1.0,1,0.9278942310189875
paviaU,44,3.0,1,0.9225694173874646
paviaU,44,5.0,1,0.9243876464323749
paviaU,44,10.0,1,0.9272188888023065
paviaU,44,1.0,2,0.9243356970310918
paviaU,44,3.0,2,0.9269331670952492
paviaU,44,5.0,2,0.9297903841658225
paviaU,44,10.0,2,0.9274526611080808
paviaU,44,1.0,3,0.9319462843190732
paviaU,44,3.0,3,0.9346736278864386
paviaU,44,5.0,3,0.929452713057482
paviaU,44,10.0,3,0.9300501311722382
paviaU,44,1.0,4,0.9261279513753604
paviaU,44,3.0,4,0.9300241564715966
paviaU,44,5.0,4,0.9295825865606899
paviaU,44,10.0,4,0.9265954959869087
paviaU,44,1.0,5,0.9304657263825035
paviaU,44,3.0,5,0.9321281072235642
paviaU,44,5.0,5,0.9300501311722382
paviaU,44,10.0,5,0.9265954959869087
paviaU,44,1.0,6,0.9291410166497831
paviaU,44,3.0,6,0.9277903322164212
paviaU,44,5.0,6,0.9218421257695005
paviaU,44,10.0,6,0.9272708382035897
paviaU,44,1.0,7,0.9311410685991844
paviaU,44,3.0,7,0.931167043299826
paviaU,44,5.0,7,0.9295046624587652
paviaU,44,10.0,7,0.9295825865606899
paviaU,44,1.0,8,0.927556559910647
paviaU,44,3.0,8,0.9257643055663783
paviaU,44,5.0,8,0.9265435465856257
paviaU,44,10.0,8,0.9251409127509805
paviaU,44,1.0,9,0.9353749448037612
paviaU,44,3.0,9,0.9269851164965324
paviaU,44,5.0,9,0.9266474453881919
paviaU,44,10.0,9,0.9311150938985429
paviaU,46,1.0,0,0.9319982337203564
paviaU,46,3.0,0,0.9278942310189875
paviaU,46,5.0,0,0.9306475492869944
paviaU,46,10.0,0,0.9330631964466609
paviaU,46,1.0,1,0.927556559910647
paviaU,46,3.0,1,0.9224914932855399
paviaU,46,5.0,1,0.9255045585599626
paviaU,46,10.0,1,0.9283877503311775
paviaU,46,1.0,2,0.9259201537702278
paviaU,46,3.0,2,0.9325956518351126
paviaU,46,5.0,2,0.9283098262292527
paviaU,46,10.0,2,0.9323359048286969
paviaU,46,1.0,3,0.9284916491337437
paviaU,46,3.0,3,0.9331670952492273
paviaU,46,5.0,3,0.9265435465856257
paviaU,46,10.0,3,0.9310631444972597
paviaU,46,1.0,4,0.9238941271201849
paviaU,46,3.0,4,0.9261279513753604
paviaU,46,5.0,4,0.9294267383568404
paviaU,46,10.0,4,0.9306994986882776
paviaU,46,1.0,5,0.9260760019740772
paviaU,46,3.0,5,0.9309852203953349
paviaU,46,5.0,5,0.9266734200888335
paviaU,46,10.0,5,0.9205693654380633
paviaU,46,1.0,6,0.9317384867139407
paviaU,46,3.0,6,0.9323359048286969
paviaU,46,5.0,6,0.9276604587132133
paviaU,46,10.0,6,0.930491701083145
paviaU,46,1.0,7,0.9252188368529053
paviaU,46,3.0,7,0.9350372736954207
paviaU,46,5.0,7,0.92480324164264
paviaU,46,10.0,7,0.9276085093119302
paviaU,46,1.0,8,0.9288552949427258
paviaU,46,3.0,8,0.9305955998857113
paviaU,46,5.0,8,0.9273227876048729
paviaU,46,10.0,8,0.9281799527260448
paviaU,46,1.0,9,0.9325437024338294
paviaU,46,3.0,9,0.9293488142549157
paviaU,46,5.0,9,0.91771214836749
paviaU,46,10.0,9,0.9321021325229226
paviaU,48,1.0,0,0.9255045585599626
paviaU,48,3.0,0,0.9316865373126575
paviaU,48,5.0,0,0.9289851684459337
paviaU,48,10.0,0,0.931348866204317
paviaU,48,1.0,1,0.9314787397075248
paviaU,48,3.0,1,0.9354009195044027
paviaU,48,5.0,1,0.9290111431465753
paviaU,48,10.0,1,0.9303358528792955
paviaU,48,1.0,2,0.9281539780254032
paviaU,48,3.0,2,0.9315047144081664
paviaU,48,5.0,2,0.9272448635029481
paviaU,48,10.0,2,0.9319722590197148
paviaU,48,1.0,3,0.9259461284708693
paviaU,48,3.0,3,0.9306475492869944
paviaU,48,5.0,3,0.9350112989947791
paviaU,48,10.0,3,0.9313228915036754
paviaU,48,1.0,4,0.9225694173874646
paviaU,48,3.0,4,0.9208291124444791
paviaU,48,5.0,4,0.931530689108808
paviaU,48,10.0,4,0.932569677134471
paviaU,48,1.0,5,0.9281539780254032
paviaU,48,3.0,5,0.9302319540767293
paviaU,48,5.0,5,0.934647653185797
paviaU,48,10.0,5,0.9285695732356685
paviaU,48,1.0,6,0.9278163069170627
paviaU,48,3.0,6,0.9330372217460193
paviaU,48,5.0,6,0.9317644614145822
paviaU,48,10.0,6,0.933245019351152
paviaU,48,1.0,7,0.9261799007766436
paviaU,48,3.0,7,0.9299981817709551
paviaU,48,5.0,7,0.9311930180004675
paviaU,48,10.0,7,0.9304657263825035
paviaU,48,1.0,8,0.9279721551209122
paviaU,48,3.0,8,0.9251668874516221
paviaU,48,5.0,8,0.9289591937452921
paviaU,48,10.0,8,0.9338164627652666
paviaU,48,1.0,9,0.9253487103561131
paviaU,48,3.0,9,0.933245019351152
paviaU,48,5.0,9,0.93238785422998
paviaU,48,10.0,9,0.9299202576690304
paviaU,50,1.0,0,0.9315566638094496
paviaU,50,3.0,0,0.9334008675550014
paviaU,50,5.0,0,0.9313228915036754
paviaU,50,10.0,0,0.9326735759370374
paviaU,50,1.0,1,0.9304397516818619
paviaU,50,3.0,1,0.9318943349177901
paviaU,50,5.0,1,0.9325177277331879
paviaU,50,10.0,1,0.9307254733889192
paviaU,50,1.0,2,0.9285695732356685
paviaU,50,3.0,2,0.9365697810332736
paviaU,50,5.0,2,0.9326216265357542
paviaU,50,10.0,2,0.9308293721914855
paviaU,50,1.0,3,0.9274007117067976
paviaU,50,3.0,3,0.9328813735421699
paviaU,50,5.0,3,0.9315566638094496
paviaU,50,10.0,3,0.9291669913504247
paviaU,50,1.0,4,0.9236343801137692
paviaU,50,3.0,4,0.9350632483960623
paviaU,50,5.0,4,0.9310891191979013
paviaU,50,10.0,4,0.9284396997324605
paviaU,50,1.0,5,0.9274266864074392
paviaU,50,3.0,5,0.9365697810332736
paviaU,50,5.0,5,0.9311410685991844
paviaU,50,10.0,5,0.9320501831216396
paviaU,50,1.0,6,0.9310111950959765
paviaU,50,3.0,6,0.9298942829683888
paviaU,50,5.0,6,0.9294007636561988
paviaU,50,10.0,6,0.935868464115951
paviaU,50,1.0,7,0.9251928621522637
paviaU,50,3.0,7,0.935141172497987
paviaU,50,5.0,7,0.927374737006156
paviaU,50,10.0,7,0.9273227876048729
paviaU,50,1.0,8,0.9246993428400738
paviaU,50,3.0,8,0.9271149899997403
paviaU,50,5.0,8,0.9318943349177901
paviaU,50,10.0,8,0.9360762617210837
paviaU,50,1.0,9,0.9336606145614171
paviaU,50,3.0,9,0.9331411205485857
paviaU,50,5.0,9,0.9316345879113743
paviaU,50,10.0,9,0.9353489701031196
paviaU,52,1.0,0,0.9258422296683031
paviaU,52,3.0,0,0.9350112989947791
paviaU,52,5.0,0,0.9201537702277981
paviaU,52,10.0,0,0.9317904361152237
paviaU,52,1.0,1,0.9300761058728798
paviaU,52,3.0,1,0.9299722070703135
paviaU,52,5.0,1,0.9314787397075248
paviaU,52,10.0,1,0.9342840073768149
paviaU,52,1.0,2,0.9288552949427258
paviaU,52,3.0,2,0.9312449674017507
paviaU,52,5.0,2,0.9355567677082521
paviaU,52,10.0,2,0.9355827424088937
paviaU,52,1.0,3,0.9199719473233071
paviaU,52,3.0,3,0.9310891191979013
paviaU,52,5.0,3,0.9325956518351126
paviaU,52,10.0,3,0.9308293721914855
paviaU,52,1.0,4,0.9302839034780124
paviaU,52,3.0,4,0.933920361567833
paviaU,52,5.0,4,0.9279981298215538
paviaU,52,10.0,4,0.9336865892620587
paviaU,52,1.0,5,0.9323618795293385
paviaU,52,3.0,5,0.9359204135172342
paviaU,52,5.0,5,0.9406737837346425
paviaU,52,10.0,5,0.9268552429933246
paviaU,52,1.0,6,0.9212706823553859
paviaU,52,3.0,6,0.9292449154523494
paviaU,52,5.0,6,0.9369853762435388
paviaU,52,10.0,6,0.9329852723447363
paviaU,52,1.0,7,0.9275046105093638
paviaU,52,3.0,7,0.9312449674017507
paviaU,52,5.0,7,0.9338164627652666
paviaU,52,10.0,7,0.9343619314787397
paviaU,52,1.0,8,0.930309878178654
paviaU,52,3.0,8,0.9349853242941375
paviaU,52,5.0,8,0.9331151458479441
paviaU,52,10.0,8,0.9312189927011091
paviaU,52,1.0,9,0.9302579287773708
paviaU,52,3.0,9,0.9271409647003819
paviaU,52,5.0,9,0.9383880100781838
paviaU,52,10.0,9,0.9310111950959765
paviaU,54,1.0,0,0.9262058754772852
paviaU,54,3.0,0,0.934465830281306
paviaU,54,5.0,0,0.9318423855165069
paviaU,54,10.0,0,0.9341281591729655
paviaU,54,1.0,1,0.9259201537702278
paviaU,54,3.0,1,0.9344398555806644
paviaU,54,5.0,1,0.9299981817709551
paviaU,54,10.0,1,0.9334008675550014
paviaU,54,1.0,2,0.9291669913504247
paviaU,54,3.0,2,0.9343359567780981
paviaU,54,5.0,2,0.9321800566248474
paviaU,54,10.0,2,0.9336086651601341
paviaU,54,1.0,3,0.9300761058728798
paviaU,54,3.0,3,0.9342840073768149
paviaU,54,5.0,3,0.9333229434530768
paviaU,54,10.0,3,0.9308813215927686
paviaU,54,1.0,4,0.928777370840801
paviaU,54,3.0,4,0.9305436504844282
paviaU,54,5.0,4,0.9312189927011091
paviaU,54,10.0,4,0.9297384347645393
paviaU,54,1.0,5,0.9213745811579521
paviaU,54,3.0,5,0.9346216784851554
paviaU,54,5.0,5,0.9300761058728798
paviaU,54,10.0,5,0.931167043299826
paviaU,54,1.0,6,0.9292968648536326
paviaU,54,3.0,6,0.9345437543832308
paviaU,54,5.0,6,0.932024208420998
paviaU,54,10.0,6,0.9320501831216396
paviaU,54,1.0,7,0.9315566638094496
paviaU,54,3.0,7,0.9348294760902881
paviaU,54,5.0,7,0.9297903841658225
paviaU,54,10.0,7,0.9322839554274137
paviaU,54,1.0,8,0.9375048702563703
paviaU,54,3.0,8,0.9319203096184316
paviaU,54,5.0,8,0.9328813735421699
paviaU,54,10.0,8,0.9298683082677472
paviaU,54,1.0,9,0.9288293202420842
paviaU,54,3.0,9,0.9312969168030338
paviaU,54,5.0,9,0.9301020805735214
paviaU,54,10.0,9,0.93238785422998
paviaU,56,1.0,0,0.9322839554274137
paviaU,56,3.0,0,0.9336346398607756
paviaU,56,5.0,0,0.9331930699498688
paviaU,56,10.0,0,0.9314527650068833
paviaU,56,1.0,1,0.9286734720382348
paviaU,56,3.0,1,0.9371152497467466
paviaU,56,5.0,1,0.937764617262786
paviaU,56,10.0,1,0.9352190965999116
paviaU,56,1.0,2,0.9303878022805787
paviaU,56,3.0,2,0.9322320060261305
paviaU,56,5.0,2,0.9316345879113743
paviaU,56,10.0,2,0.9322839554274137
paviaU,56,1.0,3,0.9280760539234786
paviaU,56,3.0,3,0.9310891191979013
paviaU,56,5.0,3,0.9347515519883633
paviaU,56,10.0,3,0.935868464115951
paviaU,56,1.0,4,0.9294786877581236
paviaU,56,3.0,4,0.9293228395542741
paviaU,56,5.0,4,0.9338164627652666
paviaU,56,10.0,4,0.9306994986882776
paviaU,56,1.0,5,0.9314527650068833
paviaU,56,3.0,5,0.934465830281306
paviaU,56,5.0,5,0.9341281591729655
paviaU,56,10.0,5,0.9336865892620587
paviaU,56,1.0,6,0.9259980778721525
paviaU,56,3.0,6,0.9351931218992701
paviaU,56,5.0,6,0.9323618795293385
paviaU,56,10.0,6,0.9312969168030338
paviaU,56,1.0,7,0.926829268292683
paviaU,56,3.0,7,0.9332190446505104
paviaU,56,5.0,7,0.9338424374659082
paviaU,56,10.0,7,0.9337385386633419
paviaU,56,1.0,8,0.9316345879113743
paviaU,56,3.0,8,0.9340242603703992
paviaU,56,5.0,8,0.9393230993012806
paviaU,56,10.0,8,0.9311410685991844
paviaU,56,1.0,9,0.9326735759370374
paviaU,56,3.0,9,0.9329073482428115
paviaU,56,5.0,9,0.9316605626120159
paviaU,56,10.0,9,0.9307514480895608
paviaU,58,1.0,0,0.9257383308657368
paviaU,58,3.0,0,0.9348294760902881
paviaU,58,5.0,0,0.9341541338736071
paviaU,58,10.0,0,0.9386477570845996
paviaU,58,1.0,1,0.9328553988415283
paviaU,58,3.0,1,0.933245019351152
paviaU,58,5.0,1,0.9334008675550014
paviaU,58,10.0,1,0.9368814774409725
paviaU,58,1.0,2,0.9211667835528196
paviaU,58,3.0,2,0.930309878178654
paviaU,58,5.0,2,0.9326735759370374
paviaU,58,10.0,2,0.9332190446505104
paviaU,58,1.0,3,0.9291410166497831
paviaU,58,3.0,3,0.9307514480895608
paviaU,58,5.0,3,0.9403620873269436
paviaU,58,10.0,3,0.9232967090054287
paviaU,58,1.0,4,0.931348866204317
paviaU,58,3.0,4,0.9361282111223668
paviaU,58,5.0,4,0.9317125120132991
paviaU,58,10.0,4,0.9364658822307073
paviaU,58,1.0,5,0.9291150419491415
paviaU,58,3.0,5,0.9337385386633419
paviaU,58,5.0,5,0.9323618795293385
paviaU,58,10.0,5,0.9330112470453779
paviaU,58,1.0,6,0.9225694173874646
paviaU,58,3.0,6,0.9352190965999116
paviaU,58,5.0,6,0.9335307410582093
paviaU,58,10.0,6,0.9267513441907582
paviaU,58,1.0,7,0.9278942310189875
paviaU,58,3.0,7,0.9371671991480298
paviaU,58,5.0,7,0.9374788955557287
paviaU,58,10.0,7,0.9314008156056002
paviaU,58,1.0,8,0.9286474973375932
paviaU,58,3.0,8,0.9343619314787397
paviaU,58,5.0,8,0.9323618795293385
paviaU,58,10.0,8,0.9321540819242058
paviaU,58,1.0,9,0.9271669394010233
paviaU,58,3.0,9,0.9359463882178758
paviaU,58,5.0,9,0.9324138289306215
paviaU,58,10.0,9,0.9314787397075248
paviaU,103,999,0,0.9378425413647108
paviaU,103,999,1,0.9369074521416141
paviaU,103,999,2,0.9338424374659082
paviaU,103,999,3,0.9323099301280553
paviaU,103,999,4,0.9343099820774565
paviaU,103,999,5,0.9339463362684745
paviaU,103,999,6,0.9310371697966181
paviaU,103,999,7,0.9364918569313488
paviaU,103,999,8,0.9367516039377646
paviaU,103,999,9,0.9373230473518793
